  108.7558,     3.8646,    33.0991
   80.9276,     3.8646,    30.0000
   78.2741,     3.8646,    30.0000
   55.8020,     3.8646,    33.7890
   96.8401,     3.8646,    30.0318
   87.1190,     3.8646,    30.0000
   68.5608,     3.8646,    30.2776
   63.3364,     3.8646,    31.2519
  105.5053,     3.8646,    31.7321
   80.0431,     3.8646,    30.0000
   76.5051,     3.8646,    30.0000
   59.9567,     3.8646,    32.2789
   64.1969,     3.8646,    31.0415
   77.3896,     3.8646,    30.0000
   66.8054,     3.8646,    30.5251
   75.6206,     3.8646,    30.0000
  102.1004,     3.8646,    30.7444
   65.0623,     3.8646,    30.8502
  107.1506,     3.8646,    32.3720
   95.9603,     3.8646,    30.0042
   88.0035,     3.8646,    30.0000
   34.1665,     3.8646,    41.5401
   35.0100,     3.8646,    41.2785
   35.8501,     3.8646,    41.0078
   36.6864,     3.8646,    40.7281
   37.5189,     3.8646,    40.4394
   38.3479,     3.8646,    40.1418
   39.1791,     3.8646,    39.8393
   40.0102,     3.8646,    39.5367
   40.8414,     3.8646,    39.2342
   41.6725,     3.8646,    38.9317
   42.5037,     3.8646,    38.6292
   43.3348,     3.8646,    38.3267
   44.1659,     3.8646,    38.0242
   44.9971,     3.8646,    37.7217
   45.8282,     3.8646,    37.4192
   46.6594,     3.8646,    37.1166
   47.4905,     3.8646,    36.8141
   48.3217,     3.8646,    36.5116
   49.1528,     3.8646,    36.2091
   49.9840,     3.8646,    35.9066
   50.8151,     3.8646,    35.6041
   51.6463,     3.8646,    35.3016
   52.4774,     3.8646,    34.9991
   53.3086,     3.8646,    34.6965
